"event","pathogen","start_date","end_date","country","cuml_cases","cuml_confirmed_cases","cuml_deaths","cuml_confirmed_deaths","source"
"Rift Valley fever virus_Kenya_2020","Rift Valley fever virus","2020-11-21","2021-02-04","",32,"14","11","1","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Rift Valley fever virus_Kenya_2020","Rift Valley fever virus","2020-11-21","2021-02-04","Kenya",32,"14","11","1","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Rift Valley fever virus_Mauritania_2020","Rift Valley fever virus","2020-09-04","2020-11-07","",75,"75","25","25","Multisource Fusion"
"Rift Valley fever virus_Mauritania_2020","Rift Valley fever virus","2020-09-04","2020-11-07","Mauritania",75,"75","25","25","Multisource Fusion"
"Rift Valley fever virus_Mayotte_2018","Rift Valley fever virus","2018-11-22","2019-08-30","",143,"141","","","Multisource Fusion"
"Rift Valley fever virus_Mayotte_2018","Rift Valley fever virus","2018-11-22","2019-08-30","Mayotte",143,"141","","","Multisource Fusion"
"Rift Valley fever virus_Niger_2016","Rift Valley fever virus","2016-12-31","2016-12-31","",397,"","34","","UNICEF"
"Rift Valley fever virus_Niger_2016","Rift Valley fever virus","2016-12-31","2016-12-31","Niger",397,"","34","","UNICEF"
"Rift Valley fever virus_Senegal_2020","Rift Valley fever virus","2020-10-02","2020-11-15","",3,"3","","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Rift Valley fever virus_Senegal_2020","Rift Valley fever virus","2020-10-02","2020-11-15","Senegal",3,"3","","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Rift Valley fever virus_South Sudan_2017","Rift Valley fever virus","2017-12-07","2018-07-22","",10,"6","3","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Rift Valley fever virus_South Sudan_2017","Rift Valley fever virus","2017-12-07","2018-07-22","South Sudan",10,"6","3","","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Rift Valley fever virus_Sudan_2019","Rift Valley fever virus","2019-09-28","2020-01-08","",572,"","11","","UN OCHA Sudan Situation Report"
"Rift Valley fever virus_Sudan_2019","Rift Valley fever virus","2019-09-28","2020-01-08","Sudan",572,"","11","","UN OCHA Sudan Situation Report"
"Rift Valley fever virus_Uganda_2017","Rift Valley fever virus","2017-11-14","2018-01-29","",9,"6","5","5","WHO AFRO Region Situation Reports"
"Rift Valley fever virus_Uganda_2017","Rift Valley fever virus","2017-11-14","2018-01-29","Uganda",9,"6","5","5","WHO AFRO Region Situation Reports"
"Rift Valley fever virus_Uganda_2018","Rift Valley fever virus","2018-06-20","2018-08-14","",23,"19","8","3","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Rift Valley fever virus_Uganda_2018","Rift Valley fever virus","2018-06-20","2018-08-14","Uganda",23,"19","8","3","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Rift Valley fever virus_Uganda_2019","Rift Valley fever virus","2019-05-30","2019-05-31","",1,"1","1","1","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Rift Valley fever virus_Uganda_2019","Rift Valley fever virus","2019-05-30","2019-05-31","Uganda",1,"1","1","1","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Rift Valley fever virus_Uganda_2019b","Rift Valley fever virus","2019-11-15","2019-12-06","",2,"2","2","2","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Rift Valley fever virus_Uganda_2019b","Rift Valley fever virus","2019-11-15","2019-12-06","Uganda",2,"2","2","2","WHO AFRO Weekly Bulletin on Outbreaks and Other Emergencies"
"Ross River virus_Australia_2017","Ross River virus","2017-01-01","2017-12-31","",6923,"","","","Australian Government Department of Health"
"Ross River virus_Australia_2017","Ross River virus","2017-01-01","2017-12-31","Australia",6923,"","","","Australian Government Department of Health"
"Ross River virus_Australia_2020","Ross River virus","2020-01-01","2020-12-31","",6198,"","","","Australia DOH National Notifiable Diseases Surveillance System"
"Ross River virus_Australia_2020","Ross River virus","2020-01-01","2020-12-31","Australia",6198,"","","","Australia DOH National Notifiable Diseases Surveillance System"
"Rubella virus_Japan_2018","Rubella virus","2018-01-01","2018-12-30","",2917,"","","","NIID IDWR"
"Rubella virus_Japan_2018","Rubella virus","2018-01-01","2018-12-30","Japan",2917,"","","","NIID IDWR"
"Rubella virus_Japan_2019","Rubella virus","2018-12-31","2019-12-29","",2306,"","","","NIID IDWR"
"Rubella virus_Japan_2019","Rubella virus","2018-12-31","2019-12-29","Japan",2306,"","","","NIID IDWR"
"Rubella virus_Nigeria_2019","Rubella virus","2019-01-01","2019-12-31","",1505,"","","","WHO Measles and Rubella Surveillance Data"
"Rubella virus_Nigeria_2019","Rubella virus","2019-01-01","2019-12-31","Nigeria",1505,"","","","WHO Measles and Rubella Surveillance Data"
"Rubella virus_Philippines_2017","Rubella virus","2017-01-01","2017-12-02","",844,"448","0","0","Philippines Department of Health"
"Rubella virus_Philippines_2017","Rubella virus","2017-01-01","2017-12-02","Philippines",844,"448","0","0","Philippines Department of Health"
"Sabia virus_Brazil_2019","Sabia virus","2019-12-30","2020-01-11","",1,"1","1","1","Brazil Ministry of Health Boletin Epidemiologico"
"Sabia virus_Brazil_2019","Sabia virus","2019-12-30","2020-01-11","Brazil",1,"1","1","1","Brazil Ministry of Health Boletin Epidemiologico"
"Saint Louis encephalitis virus_United States_2019","Saint Louis encephalitis virus","2019-07-28","2019-12-28","",15,"","","","CDC National Notifiable Infectious Diseases"
"Saint Louis encephalitis virus_United States_2019","Saint Louis encephalitis virus","2019-07-28","2019-12-28","United States",15,"","","","CDC National Notifiable Infectious Diseases"
"Salmonella carrau_United States_2019_Pre-cut melon","Salmonella","2019-03-04","2019-05-01","",137,"137","0","","CDC Reports of Selected Salmonella Outbreak Investigations"
"Salmonella carrau_United States_2019_Pre-cut melon","Salmonella","2019-03-04","2019-05-01","United States",137,"137","0","","CDC Reports of Selected Salmonella Outbreak Investigations"
"Salmonella Dublin_United States_2019_Ground beef","Salmonella","2019-08-08","2019-10-22","",13,"13","1","1","CDC Reports of Selected Salmonella Outbreak Investigations"
"Salmonella Dublin_United States_2019_Ground beef","Salmonella","2019-08-08","2019-10-22","United States",13,"13","1","1","CDC Reports of Selected Salmonella Outbreak Investigations"
"Salmonella enteritidis_Canada_2018_Breaded chicken","Salmonella","2018-06-01","2019-05-25","",584,"584","3","3","PHAC Public Health Notices"
"Salmonella enteritidis_Canada_2018_Breaded chicken","Salmonella","2018-06-01","2019-05-25","Canada",584,"584","3","3","PHAC Public Health Notices"
"Salmonella enteritidis_Canada_2018_Chicken burgers","Salmonella","2018-03-01","2018-07-31","",90,"90","0","","PHAC Public Health Notices"
"Salmonella enteritidis_Canada_2018_Chicken burgers","Salmonella","2018-03-01","2018-07-31","Canada",90,"90","0","","PHAC Public Health Notices"
"Salmonella enteritidis_Canada_2018_Frozen pastries","Salmonella","2018-11-04","2019-05-11","",85,"85","3","3","PHAC Public Health Notices"
"Salmonella enteritidis_Canada_2018_Frozen pastries","Salmonella","2018-11-04","2019-05-11","Canada",85,"85","3","3","PHAC Public Health Notices"
"Salmonella enteritidis_Canada_2018_Unknown","Salmonella","2018-11-04","2019-03-16","",70,"70","2","2","PHAC Public Health Notices"
"Salmonella enteritidis_Canada_2018_Unknown","Salmonella","2018-11-04","2019-03-16","Canada",70,"70","2","2","PHAC Public Health Notices"
"Salmonella Enteritidis_Europe_2018_Poultry products","Salmonella","2018-05-01","2020-12-31","",194,"153","1","","ECDC Joint ECDC-EFSA Rapid Outbreak Assessment"
"Salmonella Enteritidis_Europe_2018_Poultry products","Salmonella","2019-01-01","2019-12-31","Canada",1,"","","","ECDC Joint ECDC-EFSA Rapid Outbreak Assessment"
"Salmonella Enteritidis_Europe_2018_Poultry products","Salmonella","2020-06-01","2020-09-30","Denmark",2,"","","","ECDC Joint ECDC-EFSA Rapid Outbreak Assessment"
"Salmonella Enteritidis_Europe_2018_Poultry products","Salmonella","2020-03-01","2020-07-31","Finland",4,"4","","","ECDC Joint ECDC-EFSA Rapid Outbreak Assessment"
"Salmonella Enteritidis_Europe_2018_Poultry products","Salmonella","2018-05-01","2020-11-30","France",33,"3","1","","ECDC Joint ECDC-EFSA Rapid Outbreak Assessment"
"Salmonella Enteritidis_Europe_2018_Poultry products","Salmonella","2020-05-01","2020-10-31","Germany",6,"4","","","ECDC Joint ECDC-EFSA Rapid Outbreak Assessment"
"Salmonella Enteritidis_Europe_2018_Poultry products","Salmonella","2019-08-01","2020-10-31","Ireland",12,"12","","","ECDC Joint ECDC-EFSA Rapid Outbreak Assessment"
"Salmonella Enteritidis_Europe_2018_Poultry products","Salmonella","2019-02-01","2020-10-31","Netherlands",3,"3","","","ECDC Joint ECDC-EFSA Rapid Outbreak Assessment"
"Salmonella Enteritidis_Europe_2018_Poultry products","Salmonella","2019-04-01","2019-08-31","Poland",5,"5","","","ECDC Joint ECDC-EFSA Rapid Outbreak Assessment"
"Salmonella Enteritidis_Europe_2018_Poultry products","Salmonella","2019-04-01","2020-08-31","Sweden",6,"","","","ECDC Joint ECDC-EFSA Rapid Outbreak Assessment"
"Salmonella Enteritidis_Europe_2018_Poultry products","Salmonella","2018-09-01","2020-12-31","United Kingdom",122,"122","","","ECDC Joint ECDC-EFSA Rapid Outbreak Assessment"
"Salmonella Enteritidis_Sweden_2020_Chocolate wafers","Salmonella","2020-12-27","2021-04-01","",32,"32","","","Sweden Folkhalsomyndigheten Utbrott"
"Salmonella Enteritidis_Sweden_2020_Chocolate wafers","Salmonella","2020-12-27","2021-04-01","Sweden",32,"32","","","Sweden Folkhalsomyndigheten Utbrott"
"Salmonella Enteritidis_United Kingdom_2020_Frozen raw breaded chicken","Salmonella","2020-01-01","2021-02-19","",480,"480","","","United Kingdom Food Standards Agency News"
"Salmonella Enteritidis_United Kingdom_2020_Frozen raw breaded chicken","Salmonella","2020-01-01","2021-02-19","United Kingdom",480,"480","","","United Kingdom Food Standards Agency News"
"Salmonella Enteritidis_United States_2020_Bagged peaches","Salmonella","2020-06-28","2020-08-31","",158,"158","0","","Multisource Fusion"
"Salmonella Enteritidis_United States_2020_Bagged peaches","Salmonella","2020-06-28","2020-08-31","Canada",57,"57","0","","Multisource Fusion"
"Salmonella Enteritidis_United States_2020_Bagged peaches","Salmonella","2020-06-29","2020-08-27","United States",101,"101","0","","Multisource Fusion"
"Salmonella Hadar_United States_2020_Ground turkey","Salmonella","2020-12-28","2021-04-22","",33,"33","0","","CDC Reports of Selected Salmonella Outbreak Investigations"
"Salmonella Hadar_United States_2020_Ground turkey","Salmonella","2020-12-28","2021-04-22","United States",33,"33","0","","CDC Reports of Selected Salmonella Outbreak Investigations"
"Salmonella Infantis_United Kingdom_2020_Pork scratchings","Salmonella","2020-09-01","2021-10-31","",534,"534","0","","Media"
"Salmonella Infantis_United Kingdom_2020_Pork scratchings","Salmonella","2020-09-01","2021-10-31","United Kingdom",534,"534","0","","Media"
"Salmonella Javiana_United States_2019_Cut fruit","Salmonella","2019-11-07","2020-01-11","",165,"165","0","","CDC Reports of Selected Salmonella Outbreak Investigations"
"Salmonella Javiana_United States_2019_Cut fruit","Salmonella","2019-11-07","2020-01-11","United States",165,"165","0","","CDC Reports of Selected Salmonella Outbreak Investigations"
"Salmonella litchfield_Canada_2019_Italian Style mild dry cured sausage","Salmonella","2019-05-19","2019-10-12","",13,"13","0","0","PHAC Public Health Notices"
"Salmonella litchfield_Canada_2019_Italian Style mild dry cured sausage","Salmonella","2019-05-19","2019-10-12","Canada",13,"13","0","0","PHAC Public Health Notices"
"Salmonella Mikawasima_Europe_2019_Unknown","Salmonella","2019-09-16","2019-12-01","",36,"36","","","Sweden Folkhalsomyndigheten Utbrott"
"Salmonella Mikawasima_Europe_2019_Unknown","Salmonella","2019-09-16","2019-12-01","Sweden",36,"36","","","Sweden Folkhalsomyndigheten Utbrott"
"Salmonella Muenster_United States_2020_Bearded dragons","Salmonella","2020-01-29","2020-10-17","",18,"18","0","","CDC Reports of Selected Salmonella Outbreak Investigations"
"Salmonella Muenster_United States_2020_Bearded dragons","Salmonella","2020-01-29","2020-10-17","United States",18,"18","0","","CDC Reports of Selected Salmonella Outbreak Investigations"
"Salmonella Newport_Sweden_2019_Crayfish","Salmonella","2019-07-29","2019-11-03","",33,"33","","","Sweden Folkhalsomyndigheten Utbrott"
"Salmonella Newport_Sweden_2019_Crayfish","Salmonella","2019-07-29","2019-11-03","Sweden",33,"33","","","Sweden Folkhalsomyndigheten Utbrott"
"Salmonella Newport_United States_2018_Ground beef","Salmonella","2018-08-05","2019-02-08","",403,"403","0","","CDC Reports of Selected Salmonella Outbreak Investigations"
"Salmonella Newport_United States_2018_Ground beef","Salmonella","2018-08-05","2019-02-08","United States",403,"403","0","","CDC Reports of Selected Salmonella Outbreak Investigations"
"Salmonella Newport_United States_2019_Frozen tuna","Salmonella","2019-01-08","2019-03-31","",15,"15","0","","CDC Reports of Selected Salmonella Outbreak Investigations"
"Salmonella Newport_United States_2019_Frozen tuna","Salmonella","2019-01-08","2019-03-31","United States",15,"15","0","","CDC Reports of Selected Salmonella Outbreak Investigations"
"Salmonella Newport_United States_2020_Onions","Salmonella","2020-06-14","2020-09-11","",1645,"1645","3","","Multisource Fusion"
"Salmonella Newport_United States_2020_Onions","Salmonella","2020-06-14","2020-08-29","Canada",515,"515","3","","Multisource Fusion"
"Salmonella Newport_United States_2020_Onions","Salmonella","2020-06-19","2020-09-11","United States",1130,"1130","0","","Multisource Fusion"
"Salmonella sp._France_2020_Dry pork sausages","Salmonella","2020-09-22","2021-01-17","",44,"44","0","","ECDC Eurosurveillance"
"Salmonella sp._France_2020_Dry pork sausages","Salmonella","2020-09-22","2021-01-17","France",44,"44","0","","ECDC Eurosurveillance"
"Salmonella Stanley_United States_2020_Wood ear mushrooms","Salmonella","2020-01-21","2020-09-19","",55,"55","0","","CDC Reports of Selected Salmonella Outbreak Investigations"
"Salmonella Stanley_United States_2020_Wood ear mushrooms","Salmonella","2020-01-21","2020-09-19","United States",55,"55","0","","CDC Reports of Selected Salmonella Outbreak Investigations"
"Salmonella Typhi_Pakistan_2016","Salmonella","2016-11-01","2023-05-17","",21276,"5141","","","Multisource Fusion"
"Salmonella Typhi_Pakistan_2016","Salmonella","2019-01-01","2019-03-31","Australia",1,"1","","","Multisource Fusion"
"Salmonella Typhi_Pakistan_2016","Salmonella","2018-06-01","2018-07-31","Canada",1,"1","","","Multisource Fusion"
"Salmonella Typhi_Pakistan_2016","Salmonella","2019-03-01","2022-12-31","Denmark",5,"5","","","Multisource Fusion"
"Salmonella Typhi_Pakistan_2016","Salmonella","2018-01-01","2023-05-17","Germany",26,"26","","","Multisource Fusion"
"Salmonella Typhi_Pakistan_2016","Salmonella","2019-01-01","2023-05-08","Ireland",13,"13","","","Multisource Fusion"
"Salmonella Typhi_Pakistan_2016","Salmonella","2019-09-01","2022-09-30","Netherlands",2,"2","","","Multisource Fusion"
"Salmonella Typhi_Pakistan_2016","Salmonella","2020-01-01","2022-12-31","New Zealand",4,"4","","","Multisource Fusion"
"Salmonella Typhi_Pakistan_2016","Salmonella","2019-01-01","2023-05-17","Norway",11,"11","","","Multisource Fusion"
"Salmonella Typhi_Pakistan_2016","Salmonella","2016-11-01","2021-09-07","Pakistan",21198,"5063","0","","Multisource Fusion"
"Salmonella Typhi_Pakistan_2016","Salmonella","2019-07-01","2023-01-31","Sweden",8,"8","","","Multisource Fusion"
"Salmonella Typhi_Pakistan_2016","Salmonella","2019-08-04","2019-08-04","Taiwan",1,"1","","","Multisource Fusion"
"Salmonella Typhi_Pakistan_2016","Salmonella","2016-11-01","2017-09-30","United Kingdom",1,"1","","","Multisource Fusion"
"Salmonella Typhi_Pakistan_2016","Salmonella","2018-01-01","2018-10-31","United States",5,"5","","","Multisource Fusion"
"Salmonella Typhimurium_Australia_2020_Backyard poultry","Salmonella","2020-05-04","2020-07-29","",38,"38","","","Zoonoses and Public Health"
"Salmonella Typhimurium_Australia_2020_Backyard poultry","Salmonella","2020-05-04","2020-07-29","Australia",38,"38","","","Zoonoses and Public Health"
"Salmonella Typhimurium_Canada_2017_Snakes and rodents","Salmonella","2017-04-01","2020-11-30","",106,"106","0","","PHAC Public Health Notices"
"Salmonella Typhimurium_Canada_2017_Snakes and rodents","Salmonella","2017-04-01","2020-11-30","Canada",106,"106","0","","PHAC Public Health Notices"
"Salmonella Typhimurium_Denmark_2018_Raw pork sausage","Salmonella","2018-10-22","2019-01-27","",49,"49","0","","Epidemiology and Infection"
"Salmonella Typhimurium_Denmark_2018_Raw pork sausage","Salmonella","2018-10-22","2019-01-27","Denmark",49,"49","0","","Epidemiology and Infection"
"Salmonella Typhimurium_Denmark_2020_Psyllium seed husks","Salmonella","2020-11-12","2021-04-29","",45,"45","3","3","Denmark SSI Disease Outbreaks"
"Salmonella Typhimurium_Denmark_2020_Psyllium seed husks","Salmonella","2020-11-12","2021-04-29","Denmark",45,"45","3","3","Denmark SSI Disease Outbreaks"
"Salmonella Typhimurium_France_2019_Coppa ham","Salmonella","2019-06-01","2019-07-10","",83,"","","","Media"
"Salmonella Typhimurium_France_2019_Coppa ham","Salmonella","2019-06-01","2019-07-10","France",83,"","","","Media"
"Salmonella Typhimurium_Sweden_2019_Tomatoes","Salmonella","2019-08-28","2019-10-06","",75,"75","","","Sweden Folkhalsomyndigheten Utbrottsarkiv"
"Salmonella Typhimurium_Sweden_2019_Tomatoes","Salmonella","2019-08-28","2019-10-06","Sweden",75,"75","","","Sweden Folkhalsomyndigheten Utbrottsarkiv"
"Salmonella Typhimurium_United Kingdom_2017_Sheep meat","Salmonella","2017-07-01","2018-10-19","",283,"283","1","1","PHE Announcements"
"Salmonella Typhimurium_United Kingdom_2017_Sheep meat","Salmonella","2017-07-01","2018-10-19","United Kingdom",283,"283","1","1","PHE Announcements"
"Salmonella Typhimurium_United States_2017_Hedgehogs","Salmonella","2017-06-01","2020-11-24","",134,"134","0","","Multisource Fusion"
"Salmonella Typhimurium_United States_2017_Hedgehogs","Salmonella","2017-06-01","2020-10-31","Canada",31,"31","0","","Multisource Fusion"
"Salmonella Typhimurium_United States_2017_Hedgehogs","Salmonella","2018-10-22","2020-11-24","United States",103,"103","0","","Multisource Fusion"
"Salmonella Typhimurium_United States_2020_Wild songbirds","Salmonella","2020-12-26","2021-05-19","",30,"30","0","","Multisource Fusion"
"Salmonella Typhimurium_United States_2020_Wild songbirds","Salmonella","2020-12-26","2021-05-19","United States",30,"30","0","","Multisource Fusion"
